kabupaten,tahun,bulan,ndvi,curah_hujan,luas_lahan,produksi,ndvi_lag1,rain_lag1,ndvi_lag2,rain_lag2,ndvi_lag3,rain_lag3
Tabanan,2018,7,0.6057390907731717,46.26950910122,12755.139757528272,11233.71,0.6037436750871118,34.43831713369007,0.6464022118213545,21.043940416962872,0.6489005515789733,48.250121151617165
Denpasar,2018,7,0.5489437350398426,31.804149595929,1172.3414495602472,641.3,0.527588380026832,33.64828001496908,0.5141962648467534,20.53039000738438,0.600085744379649,15.675769505098934
Badung,2018,8,0.6610451178526698,60.23015592831582,6779.65646097921,2782.86,0.5630333825402115,35.855132106745124,0.5367346346905763,33.10208307369796,0.5518988454236351,19.78919256920177
Bangli,2018,8,0.6014866344776083,59.58284707670056,2372.245399945641,1505.12,0.5897059248440254,31.28135115631581,0.6743084822304138,28.17018147412317,0.6414668094577449,15.916572293892084
Buleleng,2018,8,0.5760208105733451,44.75877865857956,7658.447426861226,12982.64,0.6508117469294638,27.64061318889755,0.631055178554591,32.82282003474384,0.5855397017220422,18.873970575567864
Gianyar,2018,8,0.6464143787608614,99.72898755345874,8118.96089555424,4800.28,0.6229726494703027,37.33045992768497,0.6133885153793788,45.23915944174283,0.610213635168195,20.651620779625407
Jembrana,2018,8,0.5392319742279975,55.06903586063458,5976.467866032081,3997.17,0.597502227822857,34.75288575382432,0.7043249094401014,30.198502881218303,0.6577594691201213,21.49046536842119
Karangasem,2018,8,0.5283453316010756,60.09516627698571,5280.371140520672,2553.59,0.5243131684137271,32.499032714198655,0.5752705728352112,31.047508101252014,0.6308574192623391,19.347637887314463
Klungkung,2018,8,0.6591103093854779,56.53412748155028,2151.653105477364,817.49,0.6728273792512661,30.11178178880336,0.6961331591698965,38.634731323933,0.623578275199774,14.110785132784402
Tabanan,2018,8,0.6508877183325562,75.5990858380873,12755.139757528272,8754.23,0.6057390907731717,46.26950910122,0.6037436750871118,34.43831713369007,0.6464022118213545,21.043940416962872
Denpasar,2018,8,0.5996711272984614,57.77460005175429,1172.3414495602472,152.51,0.5489437350398426,31.804149595929,0.527588380026832,33.64828001496908,0.5141962648467534,20.53039000738438
Badung,2018,9,0.6681863488009172,19.68735172694545,6779.65646097921,10505.1,0.6610451178526698,60.23015592831582,0.5630333825402115,35.855132106745124,0.5367346346905763,33.10208307369796
Bangli,2018,9,0.5814731108922186,9.33879310010632,2372.245399945641,1026.64,0.6014866344776083,59.58284707670056,0.5897059248440254,31.28135115631581,0.6743084822304138,28.17018147412317
Buleleng,2018,9,0.4846762098728307,8.801361428015811,7658.447426861226,8781.64,0.5760208105733451,44.75877865857956,0.6508117469294638,27.64061318889755,0.631055178554591,32.82282003474384
Gianyar,2018,9,0.6539379388012387,25.384251653918152,8118.96089555424,7427.44,0.6464143787608614,99.72898755345874,0.6229726494703027,37.33045992768497,0.6133885153793788,45.23915944174283
Jembrana,2018,9,0.5775618732469932,18.001237426207553,5976.467866032081,1739.62,0.5392319742279975,55.06903586063458,0.597502227822857,34.75288575382432,0.7043249094401014,30.198502881218303
Karangasem,2018,9,0.5217040240686429,16.767568972647954,5280.371140520672,3273.02,0.5283453316010756,60.09516627698571,0.5243131684137271,32.499032714198655,0.5752705728352112,31.047508101252014
Klungkung,2018,9,0.6270697269965932,27.099483364980795,2151.653105477364,2535.11,0.6591103093854779,56.53412748155028,0.6728273792512661,30.11178178880336,0.6961331591698965,38.634731323933
Tabanan,2018,9,0.6333455799259238,20.839869104523256,12755.139757528272,8631.93,0.6508877183325562,75.5990858380873,0.6057390907731717,46.26950910122,0.6037436750871118,34.43831713369007
Denpasar,2018,9,0.6476621119037858,22.344425675182844,1172.3414495602472,204.89,0.5996711272984614,57.77460005175429,0.5489437350398426,31.804149595929,0.527588380026832,33.64828001496908
Badung,2018,10,0.618923612342041,20.1892141913992,6779.65646097921,11146.34,0.6681863488009172,19.68735172694545,0.6610451178526698,60.23015592831582,0.5630333825402115,35.855132106745124
Bangli,2018,10,0.4875628148968344,14.079055216284589,2372.245399945641,953.08,0.5814731108922186,9.33879310010632,0.6014866344776083,59.58284707670056,0.5897059248440254,31.28135115631581
Buleleng,2018,10,0.4877530933951977,12.019341712070611,7658.447426861226,7134.78,0.4846762098728307,8.801361428015811,0.5760208105733451,44.75877865857956,0.6508117469294638,27.64061318889755
Gianyar,2018,10,0.6392809687914585,22.78849209243881,8118.96089555424,5785.92,0.6539379388012387,25.384251653918152,0.6464143787608614,99.72898755345874,0.6229726494703027,37.33045992768497
Jembrana,2018,10,0.5277113539899719,19.197620356662533,5976.467866032081,2737.5,0.5775618732469932,18.001237426207553,0.5392319742279975,55.06903586063458,0.597502227822857,34.75288575382432
Karangasem,2018,10,0.4193009674052256,22.05539082321994,5280.371140520672,4506.25,0.5217040240686429,16.767568972647954,0.5283453316010756,60.09516627698571,0.5243131684137271,32.499032714198655
Klungkung,2018,10,0.6272864408268737,18.06748739282528,2151.653105477364,942.14,0.6270697269965932,27.099483364980795,0.6591103093854779,56.53412748155028,0.6728273792512661,30.11178178880336
Tabanan,2018,10,0.6154954766148136,22.046239160644625,12755.139757528272,19650.4,0.6333455799259238,20.839869104523256,0.6508877183325562,75.5990858380873,0.6057390907731717,46.26950910122
Denpasar,2018,10,0.5970968350032608,22.889622563186308,1172.3414495602472,3926.03,0.6476621119037858,22.344425675182844,0.5996711272984614,57.77460005175429,0.5489437350398426,31.804149595929
Badung,2018,11,0.5588003476026792,282.47085159450734,6779.65646097921,16639.18,0.618923612342041,20.1892141913992,0.6681863488009172,19.68735172694545,0.6610451178526698,60.23015592831582
Bangli,2018,11,0.5569135652538391,198.62568447489696,2372.245399945641,1238.18,0.4875628148968344,14.079055216284589,0.5814731108922186,9.33879310010632,0.6014866344776083,59.58284707670056
Buleleng,2018,11,0.5408651901885098,201.71731668857325,7658.447426861226,1335.87,0.4877530933951977,12.019341712070611,0.4846762098728307,8.801361428015811,0.5760208105733451,44.75877865857956
Gianyar,2018,11,0.622647406033746,245.67720045837916,8118.96089555424,20018.52,0.6392809687914585,22.78849209243881,0.6539379388012387,25.384251653918152,0.6464143787608614,99.72898755345874
Jembrana,2018,11,0.6111550364038736,282.00685305989583,5976.467866032081,1572.94,0.5277113539899719,19.197620356662533,0.5775618732469932,18.001237426207553,0.5392319742279975,55.06903586063458
Karangasem,2018,11,0.4970057398081729,243.388074320877,5280.371140520672,4501.75,0.4193009674052256,22.05539082321994,0.5217040240686429,16.767568972647954,0.5283453316010756,60.09516627698571
Klungkung,2018,11,0.6187766778502305,212.48342796091376,2151.653105477364,1633.36,0.6272864408268737,18.06748739282528,0.6270697269965932,27.099483364980795,0.6591103093854779,56.53412748155028
Tabanan,2018,11,0.6095419046877174,378.5240046184489,12755.139757528272,12924.94,0.6154954766148136,22.046239160644625,0.6333455799259238,20.839869104523256,0.6508877183325562,75.5990858380873
Denpasar,2018,11,0.5296601362118117,245.78794467658784,1172.3414495602472,6681.63,0.5970968350032608,22.889622563186308,0.6476621119037858,22.344425675182844,0.5996711272984614,57.77460005175429
Badung,2018,12,0.5669280564042992,109.9986204088838,6779.65646097921,6447.84,0.5588003476026792,282.47085159450734,0.618923612342041,20.1892141913992,0.6681863488009172,19.68735172694545
Bangli,2018,12,0.551656833984048,125.26261087427882,2372.245399945641,138.41,0.5569135652538391,198.62568447489696,0.4875628148968344,14.079055216284589,0.5814731108922186,9.33879310010632
Buleleng,2018,12,0.5735934846422632,142.99913480717188,7658.447426861226,5717.46,0.5408651901885098,201.71731668857325,0.4877530933951977,12.019341712070611,0.4846762098728307,8.801361428015811
Gianyar,2018,12,0.6654778309820636,104.81861214820448,8118.96089555424,7271.34,0.622647406033746,245.67720045837916,0.6392809687914585,22.78849209243881,0.6539379388012387,25.384251653918152
Jembrana,2018,12,0.5584396020675677,157.61253457619213,5976.467866032081,0.0,0.6111550364038736,282.00685305989583,0.5277113539899719,19.197620356662533,0.5775618732469932,18.001237426207553
Karangasem,2018,12,0.4730710824835294,114.61448841669988,5280.371140520672,1333.68,0.4970057398081729,243.388074320877,0.4193009674052256,22.05539082321994,0.5217040240686429,16.767568972647954
Klungkung,2018,12,0.6011354456951286,76.06884720363206,2151.653105477364,1413.24,0.6187766778502305,212.48342796091376,0.6272864408268737,18.06748739282528,0.6270697269965932,27.099483364980795
Tabanan,2018,12,0.5658134426636943,150.12317971051897,12755.139757528272,17526.99,0.6095419046877174,378.5240046184489,0.6154954766148136,22.046239160644625,0.6333455799259238,20.839869104523256
Denpasar,2018,12,0.5259129190326455,82.22516650543106,1172.3414495602472,1556.16,0.5296601362118117,245.78794467658784,0.5970968350032608,22.889622563186308,0.6476621119037858,22.344425675182844
Badung,2019,1,0.6286131437439121,372.6258962198266,6779.65646097921,1472.85,0.5669280564042992,109.9986204088838,0.5588003476026792,282.47085159450734,0.618923612342041,20.1892141913992
Bangli,2019,1,0.6839148610249511,464.6843321269868,2372.245399945641,446.8,0.551656833984048,125.26261087427882,0.5569135652538391,198.62568447489696,0.4875628148968344,14.079055216284589
Buleleng,2019,1,0.6411417689249765,417.353355315954,7658.447426861226,6728.91,0.5735934846422632,142.99913480717188,0.5408651901885098,201.71731668857325,0.4877530933951977,12.019341712070611
Gianyar,2019,1,0.6250880030262741,350.7487548315354,8118.96089555424,5312.83,0.6654778309820636,104.81861214820448,0.622647406033746,245.67720045837916,0.6392809687914585,22.78849209243881
Jembrana,2019,1,0.6170645705047226,327.83366607737617,5976.467866032081,5663.9,0.5584396020675677,157.61253457619213,0.6111550364038736,282.00685305989583,0.5277113539899719,19.197620356662533
Karangasem,2019,1,0.6909510182733202,388.3385758102899,5280.371140520672,1058.92,0.4730710824835294,114.61448841669988,0.4970057398081729,243.388074320877,0.4193009674052256,22.05539082321994
Klungkung,2019,1,0.6915656944737701,240.94099488172816,2151.653105477364,1786.56,0.6011354456951286,76.06884720363206,0.6187766778502305,212.48342796091376,0.6272864408268737,18.06748739282528
Tabanan,2019,1,0.621907919468267,405.0469408181911,12755.139757528272,12062.79,0.5658134426636943,150.12317971051897,0.6095419046877174,378.5240046184489,0.6154954766148136,22.046239160644625
Denpasar,2019,1,0.6056847082208419,314.68675829991986,1172.3414495602472,175.2,0.5259129190326455,82.22516650543106,0.5296601362118117,245.78794467658784,0.5970968350032608,22.889622563186308
Badung,2019,2,0.674724007527075,214.2303590370571,6779.65646097921,4153.82,0.6286131437439121,372.6258962198266,0.5669280564042992,109.9986204088838,0.5588003476026792,282.47085159450734
Bangli,2019,2,0.6972296553711815,244.42963330744084,2372.245399945641,182.8,0.6839148610249511,464.6843321269868,0.551656833984048,125.26261087427882,0.5569135652538391,198.62568447489696
Buleleng,2019,2,0.7395821232408496,241.7685484508662,7658.447426861226,808.46,0.6411417689249765,417.353355315954,0.5735934846422632,142.99913480717188,0.5408651901885098,201.71731668857325
Gianyar,2019,2,0.6536303615677319,213.0726284824523,8118.96089555424,1780.19,0.6250880030262741,350.7487548315354,0.6654778309820636,104.81861214820448,0.622647406033746,245.67720045837916
Jembrana,2019,2,0.7125418697665579,227.7545380828195,5976.467866032081,133.74,0.6170645705047226,327.83366607737617,0.5584396020675677,157.61253457619213,0.6111550364038736,282.00685305989583
Karangasem,2019,2,0.7506668444763605,211.97575984312957,5280.371140520672,2042.68,0.6909510182733202,388.3385758102899,0.4730710824835294,114.61448841669988,0.4970057398081729,243.388074320877
Klungkung,2019,2,0.6929935856348709,115.13223047630086,2151.653105477364,1238.89,0.6915656944737701,240.94099488172816,0.6011354456951286,76.06884720363206,0.6187766778502305,212.48342796091376
Tabanan,2019,2,0.6694890148348372,267.181827553208,12755.139757528272,3453.72,0.621907919468267,405.0469408181911,0.5658134426636943,150.12317971051897,0.6095419046877174,378.5240046184489
Denpasar,2019,2,0.6669286334428031,167.15928512009293,1172.3414495602472,350.33,0.6056847082208419,314.68675829991986,0.5259129190326455,82.22516650543106,0.5296601362118117,245.78794467658784
Badung,2019,3,0.6625806620711229,316.628289985655,6779.65646097921,5718.77,0.674724007527075,214.2303590370571,0.6286131437439121,372.6258962198266,0.5669280564042992,109.9986204088838
Bangli,2019,3,0.7348756657260301,372.0217161915312,2372.245399945641,984.09,0.6972296553711815,244.42963330744084,0.6839148610249511,464.6843321269868,0.551656833984048,125.26261087427882
Buleleng,2019,3,0.7538289776994708,403.83288326907103,7658.447426861226,5371.91,0.7395821232408496,241.7685484508662,0.6411417689249765,417.353355315954,0.5735934846422632,142.99913480717188
Gianyar,2019,3,0.6659425501354554,272.61761021078456,8118.96089555424,6617.32,0.6536303615677319,213.0726284824523,0.6250880030262741,350.7487548315354,0.6654778309820636,104.81861214820448
Jembrana,2019,3,0.7098581918665552,348.7452180783311,5976.467866032081,11394.29,0.7125418697665579,227.7545380828195,0.6170645705047226,327.83366607737617,0.5584396020675677,157.61253457619213
Karangasem,2019,3,0.6856958501492288,391.0705163983069,5280.371140520672,3462.11,0.7506668444763605,211.97575984312957,0.6909510182733202,388.3385758102899,0.4730710824835294,114.61448841669988
Klungkung,2019,3,0.0,229.6056608638332,2151.653105477364,4213.07,0.6929935856348709,115.13223047630086,0.6915656944737701,240.94099488172816,0.6011354456951286,76.06884720363206
Tabanan,2019,3,0.659153906468003,361.25058873461273,12755.139757528272,17067.39,0.6694890148348372,267.181827553208,0.621907919468267,405.0469408181911,0.5658134426636943,150.12317971051897
Denpasar,2019,3,0.6356046210799984,275.32599210419227,1172.3414495602472,537.51,0.6669286334428031,167.15928512009293,0.6056847082208419,314.68675829991986,0.5259129190326455,82.22516650543106
Badung,2019,4,0.682307186998585,148.75407020046808,6779.65646097921,10064.73,0.6625806620711229,316.628289985655,0.674724007527075,214.2303590370571,0.6286131437439121,372.6258962198266
Bangli,2019,4,0.7015294095911613,180.88093223253748,2372.245399945641,1590.22,0.7348756657260301,372.0217161915312,0.6972296553711815,244.42963330744084,0.6839148610249511,464.6843321269868
Buleleng,2019,4,0.7586650368257231,212.8908120418249,7658.447426861226,10047.92,0.7538289776994708,403.83288326907103,0.7395821232408496,241.7685484508662,0.6411417689249765,417.353355315954
Gianyar,2019,4,0.6859893790689884,177.78410947090302,8118.96089555424,14875.08,0.6659425501354554,272.61761021078456,0.6536303615677319,213.0726284824523,0.6250880030262741,350.7487548315354
Jembrana,2019,4,0.6134287573855514,199.9994930617989,5976.467866032081,10347.24,0.7098581918665552,348.7452180783311,0.7125418697665579,227.7545380828195,0.6170645705047226,327.83366607737617
Karangasem,2019,4,0.7524254282944218,160.46920312697466,5280.371140520672,6036.23,0.6856958501492288,391.0705163983069,0.7506668444763605,211.97575984312957,0.6909510182733202,388.3385758102899
Klungkung,2019,4,0.6800891179252596,124.36285400932424,2151.653105477364,3408.65,0.0,229.6056608638332,0.6929935856348709,115.13223047630086,0.6915656944737701,240.94099488172816
Tabanan,2019,4,0.6919340522402887,212.02600416775263,12755.139757528272,17559.0,0.659153906468003,361.25058873461273,0.6694890148348372,267.181827553208,0.621907919468267,405.0469408181911
Denpasar,2019,4,0.6276451349313839,126.27968523666412,1172.3414495602472,4625.77,0.6356046210799984,275.32599210419227,0.6669286334428031,167.15928512009293,0.6056847082208419,314.68675829991986
Badung,2019,5,0.6052557473432033,31.694824150969875,6779.65646097921,12798.58,0.682307186998585,148.75407020046808,0.6625806620711229,316.628289985655,0.674724007527075,214.2303590370571
Bangli,2019,5,0.6831776093686945,26.90213509835776,2372.245399945641,3639.96,0.7015294095911613,180.88093223253748,0.7348756657260301,372.0217161915312,0.6972296553711815,244.42963330744084
Buleleng,2019,5,0.6661011696857513,29.090606703260224,7658.447426861226,16783.96,0.7586650368257231,212.8908120418249,0.7538289776994708,403.83288326907103,0.7395821232408496,241.7685484508662
Gianyar,2019,5,0.6346017214168053,35.02394056880087,8118.96089555424,14137.56,0.6859893790689884,177.78410947090302,0.6659425501354554,272.61761021078456,0.6536303615677319,213.0726284824523
Jembrana,2019,5,0.5675331160519701,36.25184345402217,5976.467866032081,6508.51,0.6134287573855514,199.9994930617989,0.7098581918665552,348.7452180783311,0.7125418697665579,227.7545380828195
Karangasem,2019,5,0.6723177465422984,34.47229817326193,5280.371140520672,4616.47,0.7524254282944218,160.46920312697466,0.6856958501492288,391.0705163983069,0.7506668444763605,211.97575984312957
Klungkung,2019,5,0.6705884511191192,24.679146990113072,2151.653105477364,2024.94,0.6800891179252596,124.36285400932424,0.0,229.6056608638332,0.6929935856348709,115.13223047630086
Tabanan,2019,5,0.6372738178888295,32.83428610459779,12755.139757528272,22162.41,0.6919340522402887,212.02600416775263,0.659153906468003,361.25058873461273,0.6694890148348372,267.181827553208
Denpasar,2019,5,0.5611308644203177,32.371530306501484,1172.3414495602472,3180.99,0.6276451349313839,126.27968523666412,0.6356046210799984,275.32599210419227,0.6669286334428031,167.15928512009293
Badung,2019,6,0.5011341939472367,32.49098660608048,6779.65646097921,5267.48,0.6052557473432033,31.694824150969875,0.682307186998585,148.75407020046808,0.6625806620711229,316.628289985655
Bangli,2019,6,0.6260675633725222,28.889333673154383,2372.245399945641,1201.79,0.6831776093686945,26.90213509835776,0.7015294095911613,180.88093223253748,0.7348756657260301,372.0217161915312
Buleleng,2019,6,0.6269383443450539,26.659682975270243,7658.447426861226,4061.38,0.6661011696857513,29.090606703260224,0.7586650368257231,212.8908120418249,0.7538289776994708,403.83288326907103
Gianyar,2019,6,0.5858675789289037,38.340216956353736,8118.96089555424,8613.28,0.6346017214168053,35.02394056880087,0.6859893790689884,177.78410947090302,0.6659425501354554,272.61761021078456
Jembrana,2019,6,0.6532339432614204,30.50479023927833,5976.467866032081,4164.55,0.5675331160519701,36.25184345402217,0.6134287573855514,199.9994930617989,0.7098581918665552,348.7452180783311
Karangasem,2019,6,0.5455574826794498,33.5938088712015,5280.371140520672,5502.14,0.6723177465422984,34.47229817326193,0.7524254282944218,160.46920312697466,0.6856958501492288,391.0705163983069
Klungkung,2019,6,0.642201791821942,37.50692903965583,2151.653105477364,1312.89,0.6705884511191192,24.679146990113072,0.6800891179252596,124.36285400932424,0.0,229.6056608638332
Tabanan,2019,6,0.5660831175989014,33.730718326162915,12755.139757528272,23594.32,0.6372738178888295,32.83428610459779,0.6919340522402887,212.02600416775263,0.659153906468003,361.25058873461273
Denpasar,2019,6,0.5087609671193316,32.12368262987175,1172.3414495602472,965.24,0.5611308644203177,32.371530306501484,0.6276451349313839,126.27968523666412,0.6356046210799984,275.32599210419227
Badung,2019,7,0.5287211175347468,21.752394455768155,6779.65646097921,2168.3,0.5011341939472367,32.49098660608048,0.6052557473432033,31.694824150969875,0.682307186998585,148.75407020046808
Bangli,2019,7,0.6130051192241386,21.377712843373143,2372.245399945641,540.66,0.6260675633725222,28.889333673154383,0.6831776093686945,26.90213509835776,0.7015294095911613,180.88093223253748
Buleleng,2019,7,0.6316668922983596,18.25341220336113,7658.447426861226,3528.13,0.6269383443450539,26.659682975270243,0.6661011696857513,29.090606703260224,0.7586650368257231,212.8908120418249
Gianyar,2019,7,0.5879480899187878,23.35742338796907,8118.96089555424,3230.46,0.5858675789289037,38.340216956353736,0.6346017214168053,35.02394056880087,0.6859893790689884,177.78410947090302
Jembrana,2019,7,0.6464113308510406,21.11765366119145,5976.467866032081,1420.64,0.6532339432614204,30.50479023927833,0.5675331160519701,36.25184345402217,0.6134287573855514,199.9994930617989
Karangasem,2019,7,0.5121788086388193,20.82208511117424,5280.371140520672,2449.03,0.5455574826794498,33.5938088712015,0.6723177465422984,34.47229817326193,0.7524254282944218,160.46920312697466
Klungkung,2019,7,0.6107398600876911,16.608426950859805,2151.653105477364,1010.01,0.642201791821942,37.50692903965583,0.6705884511191192,24.679146990113072,0.6800891179252596,124.36285400932424
Tabanan,2019,7,0.6045061181008848,29.9715895239802,12755.139757528272,9846.73,0.5660831175989014,33.730718326162915,0.6372738178888295,32.83428610459779,0.6919340522402887,212.02600416775263
Denpasar,2019,7,0.5027633766530706,17.71919253674253,1172.3414495602472,581.43,0.5087609671193316,32.12368262987175,0.5611308644203177,32.371530306501484,0.6276451349313839,126.27968523666412
Badung,2019,8,0.5964498900075358,23.805906010420937,6779.65646097921,3723.18,0.5287211175347468,21.752394455768155,0.5011341939472367,32.49098660608048,0.6052557473432033,31.694824150969875
Bangli,2019,8,0.5928890238912646,25.68894591143761,2372.245399945641,210.88,0.6130051192241386,21.377712843373143,0.6260675633725222,28.889333673154383,0.6831776093686945,26.90213509835776
Buleleng,2019,8,0.5542042736986731,17.98354489637766,7658.447426861226,8422.16,0.6316668922983596,18.25341220336113,0.6269383443450539,26.659682975270243,0.6661011696857513,29.090606703260224
Gianyar,2019,8,0.5799768227508878,39.724706782790335,8118.96089555424,4515.98,0.5879480899187878,23.35742338796907,0.5858675789289037,38.340216956353736,0.6346017214168053,35.02394056880087
Jembrana,2019,8,0.5340805017918612,22.507822186421656,5976.467866032081,10623.31,0.6464113308510406,21.11765366119145,0.6532339432614204,30.50479023927833,0.5675331160519701,36.25184345402217
Karangasem,2019,8,0.4730180190875757,27.73366800773352,5280.371140520672,2664.09,0.5121788086388193,20.82208511117424,0.5455574826794498,33.5938088712015,0.6723177465422984,34.47229817326193
Klungkung,2019,8,0.5952859288129889,24.049314480159214,2151.653105477364,2857.34,0.6107398600876911,16.608426950859805,0.642201791821942,37.50692903965583,0.6705884511191192,24.679146990113072
